0,1
61,Senior community support workers
61,Senior home care workers
61,Senior residential care workers
61,Senior care workers n.e.c.
61,Care escorts
61,Crematorium assistants
61,Driver-bearers
61,Embalmers
61,Funeral directors and undertakers
61,Taxidermists
61,"Undertakers, mortuary and crematorium assistants n.e.c."
62,Bookmakers
62,Croupiers
62,Film and television runners
62,Leisure and recreation assistants
62,Lifeguards
62,Museum and heritage assistants
62,Sports and leisure assistants n.e.c.
62,Travel agents
62,Flight attendants
62,Passenger services assistants
62,Air travel assistants n.e.c.
62,Railway station assistants
62,Revenue protection officers
62,Train conductors and guards
62,Rail travel assistants n.e.c.
62,Holiday representatives
62,Ship stewards (excludes catering)
62,Tour guides
62,Tourist information assistants
62,Leisure and travel service occupations n.e.c.
62,Barbers
62,Hairdressers
62,Hairdressers and barbers n.e.c.
62,Body piercers
62,Make-up artists (excludes performance make-up)
62,Nail technicians
62,Weight loss advisers
62,Beauticians and related occupations n.e.c.
62,Housekeepers and related occupations
62,Caretakers
62,Cleaning and housekeeping managers and supervisors
62,Bed and breakfast and guest house owners and proprietors
63,Police community support officers
63,Car park attendants
63,Civil enforcement officers
63,Neighbourhood wardens
63,Parking and civil enforcement occupations n.e.c.
71,Sales and retail assistants
71,Retail cashiers and check-out operators
71,Telephone salespersons
71,Optical dispensing assistants
71,Pharmacy dispensing assistants
71,Pharmacy and optical dispensing assistants n.e.c.
71,Vehicle parts advisers
71,Vehicle sales executives
71,Collector salespersons and credit agents
71,Bailiffs
71,Debt collectors
71,Meter readers
71,Pawn brokers
71,Vending machine operators
71,"Debt, rent and other cash collectors n.e.c."
71,Roundspersons and van salespersons
71,Market and street traders and assistants
71,Fashion stylists
71,Visual merchandisers and window dressers
71,Visual merchandisers and related occupations n.e.c.
71,Demonstrators and product promoters
71,Hire desk controllers
71,Sales energy consultants
71,Sales related occupations n.e.c.
71,Antique dealers
71,Art dealers
71,Car traders
71,Newsagents
71,Retail jewellers
71,Wholesalers
71,Wine merchants
71,Shopkeepers and owners - retail and wholesale n.e.c.
71,Sales supervisors - retail and wholesale
72,Call and contact centre occupations
72,Telephonists
72,Air traffic control assistants
72,Emergency services call handlers
72,Taxi controllers
72,Communication operators n.e.c.
72,Field and telephone interviewers
72,Mystery shoppers
72,Political canvassers
72,Traffic enumerators
72,Student ambassadors
72,Customer service occupations n.e.c.
72,Customer service supervisors
81,Brewery and distillery workers
81,Dairy workers
81,Food process bakery workers
81,Tobacco workers
81,"Food, drink and tobacco process operatives n.e.c."
81,Textile process operatives
81,Chemical and related process operatives
81,Plastic fabricators
81,Plastics process operatives n.e.c.
81,Galvanisers and platers
81,Metal sprayers and powder coaters
81,Metal making and treating process operatives n.e.c.
81,Ceramic workers
81,Concrete operatives (concrete production)
81,Glass workers (excludes agriculture)
81,Rubber workers
81,Process operatives n.e.c.
81,Press and stamp operators
81,Metal working machine operatives n.e.c.
81,Paper and wood machine operatives
81,Coal miners and quarry workers
81,Offshore drilling workers
81,Mining and quarry workers and related operatives n.e.c.
81,Boiler operatives
81,Compressor operatives
81,Nuclear decommissioning operatives
81,Energy plant operatives n.e.c.
81,Water and sewerage distribution operatives
81,Water treatment operatives
81,Water and sewerage plant operatives n.e.c.
81,Printing machine assistants
81,Aerial installers
81,Cable operatives
81,Laser operators
81,Spring makers
81,Plant and machine breakers and dismantlers
81,Plant and machine operatives n.e.c.
81,Assemblers (electrical and electronic products)
81,Metal goods assemblers (excludes vehicles)
81,Vehicle and vehicle part assemblers
81,Assemblers (vehicles and metal goods) n.e.c.
81,Routine inspectors and testers
81,"Weighers, graders and sorters"
81,Tyre technicians
81,Windscreen fitters
81,"Tyre, exhaust and windscreen fitters n.e.c."
81,Sewing machinists
81,Assemblers and routine operatives n.e.c.
81,Engineering construction riggers
81,Scaffolders and stagers
81,"Scaffolders, stagers and riggers n.e.c."
81,Road construction operatives
81,Rail construction and maintenance operatives
81,Asbestos removers
81,Blind fitters
81,Building maintenance operatives
81,Cable layers
81,Ceiling fitters
81,Demolition operatives
81,Drainage operatives
81,Insulation engineers
81,Pipe layers (excludes pipe fitters)
81,Sign fitters (excludes electrical fitters)
81,Construction operatives n.e.c.
81,"Production, factory and assembly supervisors"
82,Heavy and large goods vehicle drivers
82,Bus and coach drivers
82,Taxi and cab drivers and chauffeurs
82,Bicycle and motorcycle couriers
82,Delivery drivers and couriers n.e.c.
82,Cycling instructors
82,Forklift instructors
82,Heavy and large vehicle driving instructors
82,Motorcycle instructors
82,Passenger carrying vehicle (PCV) and car driving instructors
82,Driving instructors n.e.c.
82,Road transport drivers n.e.c.
82,Crane drivers
82,Fork-lift truck drivers
82,Agricultural machinery operators
82,Mobile machine drivers and operatives n.e.c.
82,Train and tram drivers
82,Marine and waterways transport operatives
82,Aircraft refuellers
82,Baggage handlers and ramp agents
82,Air transport operatives n.e.c.
82,Level crossing attendants
82,Railway controllers and signallers
82,Shunters (excludes passenger road transport)
82,Rail transport operatives n.e.c.
82,Other drivers and transport operatives n.e.c.
91,Farm labourers
91,Forest workers
91,Park wardens
91,Forestry and related workers n.e.c.
91,Cutters and pickers
91,Fisheries and aquaculture labourers
91,Garden and park labourers
91,Milkers
91,Sheep shearers
91,Fishing and other elementary agriculture occupations n.e.c.
91,Groundworkers
91,Builder's labourers
91,Carpenter and joiner assistants
91,Construction electrician's assistants
91,Grave diggers
91,Insulation labourers
91,Marquee erectors
91,Plumber's assistants
91,Elementary construction occupations n.e.c.
91,Industrial cleaning process occupations
91,"Packers, bottlers, canners and fillers"
91,Elementary process plant occupations n.e.c.
92,Postal delivery workers
92,Mail sorters
92,"Postal workers, mail sorters and messengers n.e.c."
92,Reprographics assistants
92,Elementary administration occupations n.e.c.
92,Window cleaners
92,Street cleaners
92,Commercial cleaners
92,Private house cleaners
92,Cleaners and domestics n.e.c.
92,Carpet cleaners
92,Dry cleaners and laundry workers
92,Ironers and pressers
92,"Launderers, dry cleaners and pressers n.e.c."
92,Recycling operatives
92,Refuse collectors
92,Refuse and salvage occupations n.e.c.
92,Vehicle valeters and cleaners
92,Bin cleaners
92,Chimney sweepers
92,Drain cleaners
92,Toilet attendants
92,Elementary cleaning occupations n.e.c.
92,CCTV operators (excludes drain surveying)
92,Court ushers
92,Detention officers
92,Door supervisors
92,Security guards and related occupations n.e.c.
92,School midday and crossing patrol occupations
92,Exam invigilators
92,Shelf fillers
92,Retail order pickers
92,Trolley collectors
92,Elementary sales occupations n.e.c.
92,Elementary storage supervisors
92,Warehouse operatives
92,Delivery operatives
92,"Dockers, slingers and stevedores"
92,Elementary storage occupations n.e.c.
92,Bar and catering supervisors
92,Hospital porters
92,Kitchen and catering assistants
92,Waiters and waitresses
92,Bar staff
92,Coffee shop workers
92,Arcade attendants
92,Cinema and theatre attendants
92,Event stewards
92,Gallery and museum attendants
92,Ride attendants
92,Leisure and theme park attendants n.e.c.
92,Bingo callers and assistants
92,"Clairvoyants, mediums and astrologers"
92,Stagehands
92,Turnstile operators
92,Other elementary service occupations n.e.c.
